name,github_slug,main_repo,homepage,language,domains,loc_estimate,fuzzing_engines,sanitizers,fuzz_target_count,has_dockerfile,has_asan,has_coverage,build_system,quality_score,apt_packages,nvd_cve_count,nvd_mean_cvss,nvd_cwes,github_stars
wasmtime,bytecodealliance/wasmtime,https://github.com/bytecodealliance/wasmtime,https://wasmtime.dev/,rust,system | virtualization | language-runtime,752584,libfuzzer,address,0,Yes,Yes,Yes,cargo,2,make | autoconf | automake | libtool | cmake | python | llvm-dev | libclang-dev | clang | libgmp-dev | pkg-config,27,5.38,CWE-416 | CWE-843 | CWE-125 | CWE-590 | CWE-787 | CWE-824 | CWE-682 | CWE-119 | CWE-226 | CWE-212,17749
wazuh,wazuh/wazuh,https://github.com/wazuh/wazuh,https://wazuh.com/,c,crypto | system,734100,afl | honggfuzz | libfuzzer,,1,Yes,No,No,make,1,libpcre2-dev | libssl-dev | libsystemd-dev | autoconf | libtool,27,7.42,CWE-22 | CWE-191 | CWE-77 | CWE-94 | CWE-639 | CWE-121 | CWE-476 | CWE-122 | CWE-787 | CWE-284,15000
xz,tukaani-project/xz,https://github.com/tukaani-project/xz.git,https://tukaani.org/xz/,c++,uncategorized,49528,,address | memory | undefined,2,Yes,Yes,No,make,2,make | autoconf | autopoint | libtool | zip,27,5.81,CWE-119 | CWE-89 | CWE-22 | CWE-94 | CWE-79 | CWE-352 | CWE-20 | CWE-610 | CWE-835 | CWE-276,1428
avahi,avahi/avahi,https://github.com/avahi/avahi,https://avahi.org/,c++,networking,47457,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,,2,,26,5.38,CWE-399 | CWE-835 | CWE-346 | CWE-59 | CWE-617 | CWE-400 | CWE-330 | CWE-334 | CWE-674,1473
memcached,memcached/memcached,https://github.com/memcached/memcached,https://www.memcached.org/,c,networking,51015,libfuzzer,address,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool | pkgconf | libevent-dev,26,6.51,CWE-200 | CWE-189 | CWE-20 | CWE-119 | CWE-287 | CWE-190 | CWE-400 | CWE-667 | CWE-476 | CWE-125,14142
vorbis,,https://gitlab.xiph.org/xiph/vorbis.git,https://xiph.org/vorbis/,c++,uncategorized,,libfuzzer | afl | honggfuzz,address | memory,0,Yes,Yes,No,,2,make | autoconf | automake | ffmpeg | libtool | pkg-config | python3,26,6.17,CWE-119 | CWE-476 | CWE-125 | CWE-787 | CWE-369 | CWE-908 | CWE-617 | CWE-415 | CWE-190,
aiohttp,aio-libs/aiohttp,https://github.com/aio-libs/aiohttp,https://github.com/aio-libs/aiohttp,python,image-parsing | compression | networking | web-framework,63119,libfuzzer,address | undefined,0,Yes,Yes,No,make,2,pkg-config | zlib1g | zlib1g-dev | libjpeg-dev | libpng-dev | libffi-dev | make | autoconf | libtool | nodejs,25,5.86,CWE-384 | CWE-613 | CWE-601 | CWE-444 | CWE-20 | CWE-93 | CWE-22 | CWE-79 | CWE-80 | CWE-835,16367
dropbear,mkj/dropbear,https://github.com/mkj/dropbear,https://matt.ucc.asn.au/dropbear/dropbear.html,c++,uncategorized,149715,,,0,Yes,No,No,make,1,libz-dev | autoconf | mercurial,25,6.62,CWE-399 | CWE-189 | CWE-20 | CWE-284 | CWE-200 | CWE-415 | CWE-732 | CWE-209 | CWE-287 | CWE-203,2197
golang,golang/go,https://github.com/golang/go,https://golang.org/,go,uncategorized,1249014,libfuzzer,address,10,Yes,Yes,Yes,go,3,,25,6.01,CWE-330 | CWE-347 | CWE-835 | CWE-327 | CWE-476 | CWE-377 | CWE-125 | CWE-770 | CWE-354 | CWE-401,133087
mercurial,,https://www.mercurial-scm.org/repo/hg,https://www.mercurial-scm.org/,c++,crypto | compression | database,,afl | honggfuzz | libfuzzer,address | undefined,6,Yes,Yes,No,make,2,autoconf | automake | build-essential | libbz2-dev | libncurses5-dev | libncursesw5-dev | libreadline-dev | libsqlite3-dev | libssl-dev | libtool | llvm | lzma-dev | make | python3-dev | tk-dev | xz-utils | zlib1g-dev | mercurial,25,6.95,CWE-22 | CWE-264 | CWE-20 | CWE-19 | CWE-284 | CWE-732 | CWE-59 | CWE-78 | CWE-863 | CWE-190,
jsc,WebKit/WebKit,https://github.com/WebKit/WebKit.git,https://webkit.org/,c++,uncategorized,28874286,none,address,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool | python | ruby | ninja-build | bison | flex | gperf,24,7.38,CWE-287 | CWE-189 | CWE-190 | CWE-79 | CWE-119 | CWE-200 | CWE-787 | CWE-20 | CWE-22 | CWE-78,9691
zlib,madler/zlib,https://github.com/madler/zlib.git,https://www.zlib.net/,c++,compression,44916,libfuzzer | afl | honggfuzz,address | memory | undefined,2,Yes,Yes,No,make,2,make | autoconf | automake | libtool,24,7.43,CWE-415 | CWE-189 | CWE-1335 | CWE-787 | CWE-120 | CWE-190 | CWE-20 | CWE-122 | CWE-126 | CWE-494,6749
istio,istio/istio,https://github.com/istio/istio,https://github.com/istio/istio,go,cloud-infra,353550,libfuzzer,address,0,Yes,Yes,No,go,2,,23,6.4,CWE-476 | CWE-185 | CWE-835 | CWE-287 | CWE-20 | CWE-706 | CWE-862 | CWE-178 | CWE-863 | CWE-670,38074
mapserver,MapServer/MapServer,https://github.com/MapServer/MapServer,https://mapserver.org,c++,image-parsing | data-parsing | compression,347362,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,cmake | zlib1g-dev | libpng-dev | libjpeg-dev | libfreetype-dev | libproj-dev | libxml2-dev,23,7.49,CWE-79 | CWE-119 | CWE-22 | CWE-200 | CWE-20 | CWE-264 | CWE-89 | CWE-399 | CWE-434 | CWE-918,1182
nss,,https://hg.mozilla.org/projects/nss,https://developer.mozilla.org/en-US/docs/Mozilla/Projects/NSS,c++,crypto | compression | database,,afl | honggfuzz | libfuzzer,,0,Yes,No,No,make,1,make | mercurial | zlib1g-dev | gyp | ninja-build | libssl-dev | python | libboost-dev | libsqlite3-dev,23,6.56,CWE-319 | CWE-362 | CWE-732 | CWE-200 | CWE-287 | CWE-119 | CWE-264 | CWE-20 | CWE-79 | CWE-125,
pcl,pointcloudlibrary/pcl,https://github.com/pointcloudlibrary/pcl,http://pointclouds.org,c++,image-parsing | media-codec | data-parsing | compression | database | font-rendering,459677,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,make | cmake | autoconf | automake | libtool | gettext | pkg-config | build-essential | mercurial | libeigen3-dev | libflann-dev | python | python-dev | libavcodec-dev | libavformat-dev | libavutil-dev | libboost-dev | libdouble-conversion-dev | libexpat1-dev | libfontconfig-dev | libfreetype6-dev | libgdal-dev | libglew-dev | libhdf5-dev | libjpeg-dev | libjsoncpp-dev | liblz4-dev | liblzma-dev | libnetcdf-dev | libnetcdf-cxx-legacy-dev | libogg-dev | libpng-dev | libpython3-dev | libqt5opengl5-dev | libqt5x11extras5-dev | libsqlite3-dev | libswscale-dev | libtheora-dev | libtiff-dev | libxml2-dev | libxt-dev | qtbase5-dev | qttools5-dev | zlib1g-dev,23,5.88,CWE-732 | CWE-665 | CWE-1004 | CWE-754 | CWE-787 | CWE-862 | CWE-20 | CWE-494 | CWE-532 | CWE-125,10915
liblouis,liblouis/liblouis,https://github.com/liblouis/liblouis,https://github.com/liblouis/liblouis,c,compression,65843,afl | honggfuzz | libfuzzer,address | undefined | memory,0,Yes,Yes,No,,2,make | autoconf | automake | libtool | pkg-config | zlib1g-dev | libpci-dev,22,7.05,CWE-125 | CWE-119 | CWE-416 | CWE-787 | CWE-120 | CWE-121,321
moby,moby/moby,https://github.com/moby/moby,https://github.com/moby/moby,go,database,235550,libfuzzer,address,1,Yes,Yes,Yes,make,2,clang | libbtrfs-dev | pkg-config | libdevmapper-dev,22,5.61,CWE-119 | CWE-200 | CWE-295 | CWE-281 | CWE-732 | CWE-276 | CWE-863 | CWE-420 | CWE-636 | CWE-203,71545
yoga,facebook/yoga,https://github.com/facebook/yoga,https://yogalayout.dev/,c++,uncategorized,159500,,address | memory,0,Yes,Yes,No,cmake,2,cmake | ninja-build,22,6.33,CWE-310 | CWE-89 | CWE-79 | CWE-434 | CWE-352 | CWE-400 | CWE-1333 | CWE-285 | CWE-489 | CWE-502,18762
gdk-pixbuf,,https://gitlab.gnome.org/GNOME/gdk-pixbuf.git,https://gitlab.gnome.org/GNOME/gdk-pixbuf/,c,uncategorized,,afl | honggfuzz | libfuzzer,address | undefined,2,Yes,Yes,No,,2,ffmpeg | python3-pip | gtk-doc-tools | libffi-dev,21,6.76,CWE-189 | CWE-119 | CWE-787 | CWE-476 | CWE-190 | CWE-191 | CWE-835 | CWE-20 | CWE-120,
neomutt,neomutt/neomutt,https://github.com/neomutt/neomutt,https://neomutt.org,c++,database,202524,afl | libfuzzer,address | undefined,1,Yes,Yes,No,make,2,libncurses-dev | libtinfo6 | libtool | make | pkgconf | libidn2-0-dev | libsqlite3-dev,21,7.64,CWE-20 | CWE-787 | CWE-191 | CWE-78 | CWE-22 | CWE-824 | CWE-120 | CWE-119 | CWE-74 | CWE-287,3675
wavpack,dbry/WavPack,https://github.com/dbry/WavPack.git,http://www.wavpack.com,c++,media-codec,50008,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool | gettext,21,5.58,CWE-125 | CWE-787 | CWE-119 | CWE-835 | CWE-824 | CWE-369 | CWE-457 | CWE-908 | CWE-190 | CWE-476,457
yara,VirusTotal/yara,https://github.com/VirusTotal/yara.git,http://virustotal.github.io/yara/,c++,uncategorized,67866,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,make,2,automake | autoconf | make | libtool | pkg-config | bison | flex,21,6.16,CWE-476 | CWE-416 | CWE-125 | CWE-674 | CWE-119 | CWE-787 | CWE-908 | CWE-200 | CWE-617 | CWE-754,9492
arrow,apache/arrow,https://github.com/apache/arrow.git,https://arrow.apache.org/,c++,scientific,957397,,,0,Yes,No,No,cmake,1,bison | flex | ninja-build,20,6.51,CWE-78 | CWE-311 | CWE-909 | CWE-79 | CWE-502 | CWE-532 | CWE-74 | CWE-352 | CWE-416,16594
postfix,vdukhovni/postfix,https://github.com/vdukhovni/postfix,http://www.postfix.org/,c,database,348693,,address,2,Yes,Yes,No,make,2,make | autoconf | automake | libtool | libdb-dev,20,5.56,CWE-264 | CWE-200 | CWE-20 | CWE-59 | CWE-119 | CWE-89 | CWE-862 | CWE-79 | CWE-757 | CWE-345,528
quickjs,bellard/quickjs,https://github.com/bellard/quickjs,https://bellard.org/quickjs/,c,networking | web-runtime,65966,afl | honggfuzz | libfuzzer,address | memory,4,Yes,Yes,No,make,2,make,20,6.62,CWE-120 | CWE-787 | CWE-476 | CWE-416 | CWE-617 | CWE-119 | CWE-121 | CWE-770 | CWE-131 | CWE-125,10494
znc,znc/znc,https://github.com/znc/znc,https://znc.in,c++,uncategorized,54096,afl | honggfuzz | libfuzzer,address | undefined,1,Yes,Yes,No,cmake,2,make,20,6.19,CWE-94 | CWE-22 | CWE-20 | CWE-119 | CWE-399 | CWE-476 | CWE-639,2097
kea,,https://gitlab.isc.org/isc-projects/kea,https://gitlab.isc.org/isc-projects/kea,c++,crypto | database,,libfuzzer,address,0,Yes,Yes,No,,2,meson | ninja-build | pkg-config | build-essential | python3 | libssl-dev | libboost-dev | libboost-system-dev | libboost-filesystem-dev | libboost-program-options-dev | libboost-thread-dev | libpq-dev | libmariadb-dev | libkrb5-dev,19,6.23,CWE-20 | CWE-772 | CWE-617 | CWE-434 | CWE-352 | CWE-79 | CWE-22 | CWE-94 | CWE-73 | CWE-379,
libexif,libexif/libexif,https://github.com/libexif/libexif,https://libexif.github.io,c++,uncategorized,15363,libfuzzer | afl | honggfuzz,address | memory,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool | gettext | autopoint,19,6.73,CWE-189 | CWE-119 | CWE-125 | CWE-190 | CWE-400 | CWE-369 | CWE-770 | CWE-908,363
networkmanager,,https://gitlab.freedesktop.org/NetworkManager/NetworkManager.git,https://networkmanager.dev/,c,uncategorized,,,,0,No,No,No,,0,,19,5.01,CWE-310 | CWE-200 | CWE-532 | CWE-287 | CWE-20 | CWE-306 | CWE-295 | CWE-120 | CWE-400 | CWE-94,
nodejs,nodejs/node,https://github.com/nodejs/node,https://nodejs.org,c++,uncategorized,546793,libfuzzer,address,0,Yes,Yes,Yes,make,2,make | flex | bison | build-essential,19,7.06,CWE-20 | CWE-22 | CWE-23 | CWE-276 | CWE-1102 | CWE-1188 | CWE-79 | CWE-248 | CWE-703 | CWE-1392,116317
openfga,openfga/openfga,https://github.com/openfga/openfga,https://openfga.dev,go,uncategorized,97464,libfuzzer,address,0,Yes,Yes,No,,2,,19,7.35,CWE-285 | CWE-862 | CWE-863 | CWE-835 | CWE-284 | CWE-400 | CWE-770 | CWE-401,4902
qpdf,qpdf/qpdf,https://github.com/qpdf/qpdf.git,http://qpdf.sourceforge.net/,c++,uncategorized,72716,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,cmake,2,make | autoconf | automake | libtool | cmake | nasm,19,5.19,CWE-835 | CWE-20 | CWE-399 | CWE-125 | CWE-674 | CWE-787 | CWE-416 | CWE-122,4850
wasm3,wasm3/wasm3,https://github.com/wasm3/wasm3,https://github.com/wasm3/wasm3,c,language-runtime,27025,libfuzzer | afl | honggfuzz,address | undefined | memory,1,Yes,Yes,No,cmake,2,make,19,5.7,CWE-787 | CWE-125 | CWE-119 | CWE-122 | CWE-120 | CWE-404 | CWE-416 | CWE-401,7880
libcoap,obgm/libcoap,https://github.com/obgm/libcoap.git,https://libcoap.net/,c++,uncategorized,63110,,,0,Yes,No,No,make,1,make | autoconf | automake | libtool | pkg-config | libcunit1 | libcunit1-doc | libcunit1-dev,18,6.56,CWE-125 | CWE-121 | CWE-787 | CWE-190 | CWE-400 | CWE-120 | CWE-416 | CWE-476 | CWE-195 | CWE-129,899
libxls,libxls/libxls,https://github.com/libxls/libxls,https://github.com/libxls/libxls,c++,uncategorized,5275,,,2,Yes,No,No,make,1,make | autoconf | autoconf-archive | automake | gettext | libtool,18,7.15,CWE-190 | CWE-787 | CWE-415 | CWE-119 | CWE-476,520
rome,rometools/rome,https://github.com/rometools/rome.git,https://github.com/rometools/rome,jvm,uncategorized,56956,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,18,6.4,CWE-310 | CWE-295 | CWE-787 | CWE-79 | CWE-200 | CWE-668 | CWE-862 | CWE-1230 | CWE-94 | CWE-639,952
wheel,pypa/wheel,https://github.com/pypa/wheel,https://github.com/pypa/wheel,python,uncategorized,2744,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,18,6.62,CWE-20 | CWE-532 | CWE-862 | CWE-22 | CWE-918 | CWE-94 | CWE-306 | CWE-602 | CWE-732,551
caddy,caddyserver/caddy,https://github.com/caddyserver/caddy.git,https://caddyserver.com/,go,networking,57823,libfuzzer,address,0,Yes,Yes,No,go,2,,17,6.69,CWE-79 | CWE-200 | CWE-20 | CWE-287 | CWE-601 | CWE-125 | CWE-290 | CWE-352 | CWE-129 | CWE-755,70920
cairo,,https://gitlab.freedesktop.org/cairo/cairo.git,https://gitlab.freedesktop.org/cairo/cairo,c,font-rendering,,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,make,2,python3-pip | gtk-doc-tools | libffi-dev | autotools-dev | libtool | gperf,17,5.75,CWE-189 | CWE-119 | CWE-190 | CWE-476 | CWE-125 | CWE-787 | CWE-416 | CWE-617 | CWE-835 | CWE-400,
cjson,DaveGamble/cJSON,https://github.com/DaveGamble/cJSON.git,https://github.com/DaveGamble/cJSON,c++,data-parsing,18859,,address | undefined | memory,0,Yes,Yes,No,,2,cmake,17,7.23,CWE-119 | CWE-79 | CWE-772 | CWE-415 | CWE-416 | CWE-125 | CWE-787 | CWE-476 | CWE-754 | CWE-440,12539
cups-filters,OpenPrinting/cups-filters,https://github.com/OpenPrinting/cups-filters.git,https://github.com/OpenPrinting/cups-filters,c++,image-parsing | networking | system | font-rendering | document-parsing,11938,libfuzzer,address | memory,0,Yes,Yes,No,,2,make | autoconf | automake | libtool | build-essential | chrpath | gnutls-dev | libppd-dev | libavahi-common-dev | libavahi-client-dev | autopoint | gettext | libcups2-dev | ghostscript | mupdf-tools | libexif-dev | libglib2.0-dev | libavahi-glib-dev | liblcms2-dev | libfreetype6-dev | libfontconfig1-dev | libqpdf-dev | libpoppler-cpp-dev | poppler-utils | libunistring-dev | libsystemd-dev | libcap-dev,17,6.21,CWE-119 | CWE-189 | CWE-264 | CWE-78 | CWE-77 | CWE-125 | CWE-787 | CWE-122,187
fast-dds,eProsima/Fast-DDS,https://github.com/eProsima/Fast-DDS.git,https://www.eprosima.com/,c++,uncategorized,1208755,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,cmake,2,autoconf | automake | pkg-config,17,8.16,CWE-122 | CWE-787 | CWE-617 | CWE-415 | CWE-416 | CWE-590 | CWE-20 | CWE-120 | CWE-190 | CWE-835,2752
lcms,mm2/Little-CMS,https://github.com/mm2/Little-CMS,http://www.littlecms.com/,c++,uncategorized,71047,libfuzzer | afl | honggfuzz,address | undefined | memory,17,Yes,Yes,No,make,2,make | autoconf | automake | libtool,17,6.17,CWE-119 | CWE-189 | CWE-20 | CWE-352 | CWE-79 | CWE-254 | CWE-255 | CWE-89 | CWE-200 | CWE-122,702
libigl,libigl/libigl,https://github.com/libigl/libigl,https://libigl.github.io,c++,system,142919,afl | honggfuzz | libfuzzer,address | undefined | memory,1,Yes,Yes,No,cmake,2,make | libgmp-dev | libmpfr-dev,17,7.7,CWE-121 | CWE-787 | CWE-122 | CWE-129 | CWE-125,4988
libjpeg-turbo,libjpeg-turbo/libjpeg-turbo,https://github.com/libjpeg-turbo/libjpeg-turbo,https://libjpeg-turbo.org,c,image-parsing,134297,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,,2,make | yasm | cmake,17,6.16,CWE-787 | CWE-200 | CWE-119 | CWE-476 | CWE-369 | CWE-125 | CWE-190 | CWE-770 | CWE-122,4256
libyang,CESNET/libyang,https://github.com/CESNET/libyang,https://github.com/CESNET/libyang,c,uncategorized,151029,,address | memory,0,Yes,Yes,No,cmake,2,autoconf | automake | libtool | libcmocka-dev,17,6.67,CWE-121 | CWE-787 | CWE-119 | CWE-415 | CWE-674 | CWE-476 | CWE-252 | CWE-617,411
mpg123,dreamerc/mpg123,https://github.com/dreamerc/mpg123,https://www.mpg123.de,c++,uncategorized,22063,,address | undefined | memory,2,Yes,Yes,No,make,2,make | autoconf | automake | libtool | bzip2,17,6.72,CWE-189 | CWE-125 | CWE-190 | CWE-119 | CWE-787,3
selinux,SELinuxProject/selinux,https://github.com/SELinuxProject/selinux,https://github.com/SELinuxProject/selinux,c,compression | system,160229,afl | honggfuzz | libfuzzer,address | undefined | memory,0,Yes,Yes,No,,2,bison | flex | gawk | gettext | make | libaudit-dev | libbz2-dev | libcap-dev | libcap-ng-dev | libglib2.0-dev | libpcre2-dev,17,4.24,CWE-284 | CWE-254 | CWE-59 | CWE-693 | CWE-349 | CWE-345 | CWE-287 | CWE-416 | CWE-125 | CWE-20,1563
urllib3,urllib3/urllib3,https://github.com/urllib3/urllib3,https://github.com/urllib3/urllib3,python,uncategorized,24756,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,17,6.05,CWE-295 | CWE-93 | CWE-400 | CWE-74 | CWE-200 | CWE-601 | CWE-669 | CWE-770 | CWE-409,4010
c-ares,c-ares/c-ares,https://github.com/c-ares/c-ares.git,https://c-ares.haxx.se/,c++,uncategorized,35769,afl | libfuzzer | honggfuzz,address | memory | undefined,4,Yes,Yes,No,cmake,2,make | autoconf | automake | libtool | pkg-config,16,5.89,CWE-787 | CWE-200 | CWE-120 | CWE-415 | CWE-416 | CWE-79 | CWE-20 | CWE-1284 | CWE-330 | CWE-124,2119
containerd,containerd/containerd,https://github.com/containerd/containerd,https://github.com/containerd/containerd,go,database | system | cloud-infra,138280,libfuzzer,address,0,Yes,Yes,No,,2,btrfs-progs | libc-dev | pkg-config | libseccomp-dev | gcc | libbtrfs-dev,16,5.72,CWE-522 | CWE-669 | CWE-668 | CWE-732 | CWE-22 | CWE-281 | CWE-200 | CWE-400 | CWE-401 | CWE-770,20482
etcd,etcd-io/etcd,https://github.com/etcd-io/etcd,https://etcd.io,go,uncategorized,126065,libfuzzer,address,0,Yes,Yes,No,,2,,16,6.21,CWE-352 | CWE-20 | CWE-287 | CWE-129 | CWE-281 | CWE-521 | CWE-400 | CWE-772 | CWE-200 | CWE-787,51660
kubevirt,kubevirt/kubevirt,https://github.com/kubevirt/kubevirt,https://kubevirt.io,go,uncategorized,412061,libfuzzer,address,0,Yes,Yes,No,,2,qemu-kvm | libvirt-daemon-system,16,6.45,CWE-295 | CWE-732 | CWE-20 | CWE-22 | CWE-863 | CWE-476 | CWE-94 | CWE-287 | CWE-703 | CWE-269,6738
libgit2,libgit2/libgit2,https://github.com/libgit2/libgit2,https://libgit2.github.com/,c++,uncategorized,181480,afl | honggfuzz | libfuzzer,,0,Yes,No,No,cmake,1,cmake | make,16,6.61,CWE-125 | CWE-476 | CWE-119 | CWE-284 | CWE-190 | CWE-415 | CWE-194 | CWE-681 | CWE-20 | CWE-706,10373
libheif,strukturag/libheif,https://github.com/strukturag/libheif.git,https://github.com/strukturag/libheif,c++,uncategorized,96476,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,,16,7.21,CWE-416 | CWE-125 | CWE-120 | CWE-369 | CWE-400 | CWE-787 | CWE-476 | CWE-190,2176
libtasn1,,https://gitlab.com/gnutls/libtasn1.git,https://gitlab.com/gnutls/libtasn1,c++,data-parsing,,afl | libfuzzer | honggfuzz,address | memory | undefined,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool | bison,16,6.54,CWE-189 | CWE-131 | CWE-476 | CWE-119 | CWE-399 | CWE-787 | CWE-674 | CWE-193 | CWE-407,
lxc,lxc/lxc,https://github.com/lxc/lxc,https://github.com/lxc/lxc,c,uncategorized,60943,afl | honggfuzz | libfuzzer,address | undefined | memory,0,Yes,Yes,No,,2,,16,6.06,CWE-264 | CWE-59 | CWE-17 | CWE-284 | CWE-862 | CWE-417 | CWE-287 | CWE-203 | CWE-319 | CWE-89,5130
xerces,,http://svn.apache.org/repos/asf/xerces/java/trunk,https://xerces.apache.org/index.html,jvm,uncategorized,,libfuzzer,address,2,Yes,Yes,No,,2,make | autoconf | automake | libtool | openjdk-8-jdk,16,7.13,CWE-20 | CWE-119 | CWE-399 | CWE-476 | CWE-416 | CWE-835 | CWE-190 | CWE-680,
cfengine,cfengine/core,https://github.com/cfengine/core,https://github.com/cfengine/core,c++,data-parsing | crypto | database,135859,afl | honggfuzz | libfuzzer,address | undefined | memory,1,Yes,Yes,No,cmake,2,build-essential | libpcre2-dev | libtool | autoconf | automake | bison | flex | libssl-dev | libbison-dev | libacl1 | libacl1-dev | lmdb-utils | liblmdb-dev | libpam0g-dev | libyaml-dev | libxml2-dev,15,5.69,CWE-532 | CWE-79 | CWE-295 | CWE-276 | CWE-203 | CWE-89,521
dart,dart-lang/sdk,https://github.com/dart-lang/sdk.git,https://dart.dev,c++,uncategorized,3857390,libfuzzer,address,0,Yes,Yes,No,,2,git | python3,15,6.28,CWE-119 | CWE-79 | CWE-74 | CWE-255 | CWE-668 | CWE-305 | CWE-863 | CWE-20 | CWE-295 | CWE-22,11080
kyverno,kyverno/kyverno,https://github.com/kyverno/kyverno,https://www.kyverno.io,go,uncategorized,210014,libfuzzer,address,0,Yes,Yes,No,,2,,15,6.21,CWE-287 | CWE-284 | CWE-285 | CWE-400 | CWE-835 | CWE-345 | CWE-863 | CWE-1287 | CWE-20 | CWE-248,7512
lame,,https://svn.code.sf.net/p/lame/svn/trunk/lame,https://sourceforge.net/projects/lame/,c++,uncategorized,,afl | honggfuzz | libfuzzer,address,1,Yes,Yes,No,make,2,make | autoconf | automake | libtool | subversion | pkg-config,15,5.88,CWE-119 | CWE-125 | CWE-476 | CWE-369,
libssh2,libssh2/libssh2,https://github.com/libssh2/libssh2.git,https://github.com/libssh2/libssh2,c++,uncategorized,53005,,address | undefined,0,Yes,Yes,No,,2,,15,6.86,CWE-20 | CWE-200 | CWE-125 | CWE-130 | CWE-190 | CWE-787 | CWE-354,1512
libwebp,,https://chromium.googlesource.com/webm/libwebp,https://developers.google.com/speed/webp/,c++,image-parsing,,libfuzzer,address | undefined | memory,0,Yes,Yes,No,,2,autoconf | make | libgif-dev | libjpeg-dev | libpng-dev | libtool | zip,15,7.39,CWE-190 | CWE-415 | CWE-125 | CWE-787 | CWE-908 | CWE-416 | CWE-20 | CWE-400,
prometheus,prometheus/prometheus,https://github.com/prometheus/prometheus,https://github.com/prometheus/prometheus,go,uncategorized,239065,libfuzzer,address,0,Yes,Yes,Yes,,2,,15,6.41,CWE-79 | CWE-918 | CWE-601 | CWE-400 | CWE-770 | CWE-287 | CWE-303 | CWE-74 | CWE-284 | CWE-200,63213
cri-o,cri-o/cri-o,https://github.com/cri-o/cri-o,https://cri-o.io/,go,crypto | database | system | cloud-infra,63710,libfuzzer,address,0,Yes,Yes,No,,2,libaio-dev | autoconf | gettext | texinfo | libbtrfs-dev | git | libassuan-dev | libdevmapper-dev | libglib2.0-dev | libc6-dev | libgpgme-dev | libgpg-error-dev | libseccomp-dev | libsystemd-dev | libselinux1-dev | pkg-config | go-md2man | libudev-dev | software-properties-common | systemd,14,6.58,CWE-269 | CWE-460 | CWE-754 | CWE-732 | CWE-94 | CWE-276 | CWE-400 | CWE-770 | CWE-284 | CWE-538,5591
go-ethereum,ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,go,blockchain,342721,libfuzzer,address,0,Yes,Yes,No,,2,,14,6.48,CWE-436 | CWE-476 | CWE-400 | CWE-248 | CWE-20 | CWE-770 | CWE-203,50929
juju,juju/juju,https://github.com/juju/juju,https://juju.is,go,uncategorized,930076,libfuzzer,address,0,Yes,Yes,No,,2,,14,7.36,CWE-862 | CWE-320 | CWE-532 | CWE-209 | CWE-337 | CWE-340 | CWE-1391 | CWE-330 | CWE-335 | CWE-276,2607
nats,nats-io/nats-server,https://github.com/nats-io/nats-server,https://github.com/nats-io/nats-server,go,uncategorized,246028,libfuzzer,address,0,Yes,Yes,No,,2,,14,6.99,CWE-190 | CWE-522 | CWE-476 | CWE-798 | CWE-755 | CWE-862 | CWE-22 | CWE-863 | CWE-321 | CWE-325,19372
opentelemetry,open-telemetry/community,https://github.com/open-telemetry/community,https://opentelemetry.io/,go,uncategorized,316,libfuzzer,address,22,Yes,Yes,No,,2,,14,6.51,CWE-400 | CWE-200 | CWE-770 | CWE-201 | CWE-212 | CWE-119 | CWE-208 | CWE-863 | CWE-532 | CWE-862,1018
qcms,,,https://hg.mozilla.org/mozilla-central/file/tip/gfx/qcms/,rust,uncategorized,,libfuzzer,address,3,Yes,Yes,No,cargo,2,mercurial,14,4.79,CWE-79 | CWE-352 | CWE-20,
